agency,date,id5,id4,metro,uza,uza_name,value,count,last,indexed,value_ave,last_rank,indexed_ave
Chicago Transit Authority,2011-01-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24357175,120,19482386,0.010474601455119359,25442175.333333332,3,0
Chicago Transit Authority,2011-02-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22814156,120,19482386,-0.053538631157557415,25334631,3,-0.0042270101484770395
Chicago Transit Authority,2011-03-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",27490595,120,19482386,0.14046674240297152,25386695.333333332,3,-0.0021806311478135276
Chicago Transit Authority,2011-04-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25503893,120,19482386,0.05804700728754497,25346416.583333332,3,-0.003763779973426251
Chicago Transit Authority,2011-05-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26444011,120,19482386,0.09704846625685426,25406009.25,3,-0.0014215012222618117
Chicago Transit Authority,2011-06-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26104841,120,19482386,0.08297775934706153,25463441.833333332,3,8.358758526492149e-4
Chicago Transit Authority,2011-07-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25089027,120,19482386,0.04083599837508789,25462162.333333332,3,7.855853415887903e-4
Chicago Transit Authority,2011-08-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26758978,120,19482386,0.11011509462391711,25552762,3,0.004346588497949
Chicago Transit Authority,2011-09-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",27358226,120,19482386,0.13497532098320453,25601127.5,3,0.006247585537955791
Chicago Transit Authority,2011-10-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",27681086,120,19482386,0.1483693960278598,25639135.083333332,3,0.007741466577425582
Chicago Transit Authority,2011-11-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25820762,120,19482386,0.07119254146745235,25689725.666666668,3,0.009729920106674506
Chicago Transit Authority,2011-12-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24950312,120,19482386,0.03508130866493686,25864421.833333332,3,0.016596320655285712
Chicago Transit Authority,2012-01-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24678858,120,19482386,0.02381984782379254,25891228.75,3,0.01764996156120091
Chicago Transit Authority,2012-02-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25891780,120,19482386,0.07413877333736907,26147697.416666668,3,0.027730415111517193
Chicago Transit Authority,2012-03-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",27916601,120,19482386,0.15813990208045836,26183197.916666668,3,0.029125755703856004
Chicago Transit Authority,2012-04-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25673943,120,19482386,0.06510165159573944,26197368.75,3,0.029682737689384675
Chicago Transit Authority,2012-05-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",27200193,120,19482386,0.12841921040421678,26260383.916666668,3,0.03215953717060316
Chicago Transit Authority,2012-06-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25928423,120,19482386,0.07565893406295077,26245682.416666668,3,0.0315816974298031
Chicago Transit Authority,2012-07-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25133850,120,19482386,0.04269551217588874,26249417.666666668,3,0.03172851074081384
Chicago Transit Authority,2012-08-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26904559,120,19482386,0.11615462519158104,26261549.416666668,3,0.032205346932729695
Chicago Transit Authority,2012-09-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26479604,120,19482386,0.09852506699111818,26188330.916666668,3,0.029327507320325408
Chicago Transit Authority,2012-10-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",28893007,120,19482386,0.19864679434971322,26289324.333333332,3,0.03329703489976743
Chicago Transit Authority,2012-11-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26017156,120,19482386,0.07934008521495906,26305690.5,3,0.033940304056285786
Chicago Transit Authority,2012-12-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23705604,120,19482386,-0.01655628150009658,26201964.833333332,3,0.02986338589548798
Chicago Transit Authority,2013-01-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24676639,120,19482386,0.023727791042140955,26201779.916666668,3,0.029856117780075575
Chicago Transit Authority,2013-02-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23653940,120,19482386,-0.018699599015759905,26015293.25,3,0.02252629380773863
Chicago Transit Authority,2013-03-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25632565,120,19482386,0.06338505605216715,25824956.916666668,3,0.015045159398450858
Chicago Transit Authority,2013-04-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25820983,120,19482386,0.07120170980848206,25837210.25,3,0.015526774400815846
Chicago Transit Authority,2013-05-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26855595,120,19482386,0.11412331908216355,25808493.75,3,0.014398077674857124
Chicago Transit Authority,2013-06-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25077758,120,19482386,0.040368495953982064,25737605,3,0.011611808455686878
Chicago Transit Authority,2013-07-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25001394,120,19482386,0.037200481499698235,25726567,3,0.011177961905406208
Chicago Transit Authority,2013-08-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25395068,120,19482386,0.05353232533024288,25600776.083333332,3,0.0062337731708108635
Chicago Transit Authority,2013-09-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",26104377,120,19482386,0.08295850997946963,25569507.166666668,3,0.005004754179431803
Chicago Transit Authority,2013-10-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",27333097,120,19482386,0.1339328266767028,25439514.666666668,3,-1.0457701166688427e-4
Chicago Transit Authority,2013-11-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23115401,120,19482386,-0.04104126964846011,25197701.75,3,-0.009608989016478997
Chicago Transit Authority,2013-12-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21449540,120,19482386,-0.11015068935967975,25009696.416666668,3,-0.016998503901513806
Chicago Transit Authority,2014-01-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20556420,120,19482386,-0.14720240311760102,24666344.833333332,3,-0.030493874436260837
Chicago Transit Authority,2014-02-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21759993,120,19482386,-0.09727132746957767,24508515.916666668,3,-0.036697310840532626
Chicago Transit Authority,2014-03-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24607093,120,19482386,0.020842626131481135,24423059.916666668,3,-0.04005614312906092
Chicago Transit Authority,2014-04-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23918987,120,19482386,-0.007703937093066715,24264560.25,3,-0.04628594323813451
Chicago Transit Authority,2014-05-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24551161,120,19482386,0.01852224762253707,24072524.083333332,3,-0.05383388928247568
Chicago Transit Authority,2014-06-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22390364,120,19482386,-0.07111994148192247,23848574.583333332,3,-0.06263618299619711
Chicago Transit Authority,2014-07-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22615198,120,19482386,-0.06179254425529179,23649724.916666668,3,-0.07045193239896697
Chicago Transit Authority,2014-08-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22214609,120,19482386,-0.078411261742944,23384686.666666668,3,-0.08086921183862072
Chicago Transit Authority,2014-09-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24434847,120,19482386,0.013696879212873547,23245559.166666668,3,-0.08633759251665651
Chicago Transit Authority,2014-10-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25638174,120,19482386,0.06361774937721654,23104315.583333332,3,-0.09188914545907667
Chicago Transit Authority,2014-11-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21484661,120,19482386,-0.10869366987865592,22968420.583333332,3,-0.09723047332194834
Chicago Transit Authority,2014-12-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21945250,120,19482386,-0.08958581002998256,23009729.75,3,-0.0956068241596637
Chicago Transit Authority,2015-01-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21404075,120,19482386,-0.11203683698374356,23080367.666666668,3,-0.09283041389830837
Chicago Transit Authority,2015-02-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20973492,120,19482386,-0.12989987673767023,23014825.916666668,3,-0.0954065202705543
Chicago Transit Authority,2015-03-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",24520857,120,19482386,0.01726506478739731,23007639.583333332,3,-0.09568897777425378
Chicago Transit Authority,2015-04-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23515670,120,19482386,-0.02443582758673335,22974029.833333332,3,-0.09701000278723548
Chicago Transit Authority,2015-05-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23615579,120,19482386,-0.020291032184278857,22896064.666666668,3,-0.10007440925583322
Chicago Transit Authority,2015-06-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23206110,120,19482386,-0.03727814274136221,22964043.5,3,-0.09740251377352083
Chicago Transit Authority,2015-07-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22901147,120,19482386,-0.04992974810543083,22987872.583333332,3,-0.09646591605649657
Chicago Transit Authority,2015-08-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22218099,120,19482386,-0.07826647662894459,22988163.416666668,3,-0.09645448490607311
Chicago Transit Authority,2015-09-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23886542,120,19482386,-0.009049940824788938,22942471.333333332,3,-0.09825040379801908
Chicago Transit Authority,2015-10-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",25047870,120,19482386,0.03912857117254531,22893279.333333332,3,-0.1001838862677964
Chicago Transit Authority,2015-11-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21655512,120,19482386,-0.10160579551994198,22907516.916666668,3,-0.09962428068585216
Chicago Transit Authority,2015-12-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21343813,120,19482386,-0.11453684859974123,22857397.166666668,3,-0.10159422819793995
Chicago Transit Authority,2016-01-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20751114,120,19482386,-0.13912538507032324,22802983.75,3,-0.10373293748493151
Chicago Transit Authority,2016-02-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21466849,120,19482386,-0.10943261327423115,22844096.833333332,3,-0.10211699534182916
Chicago Transit Authority,2016-03-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",23340888,120,19482386,-0.03168678225580024,22745766.083333332,3,-0.10598186729997383
Chicago Transit Authority,2016-04-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21708284,120,19482386,-0.09941651184201183,22595150.583333332,3,-0.11190178169513443
Chicago Transit Authority,2016-05-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22222368,120,19482386,-0.07808937414995787,22479049.666666668,3,-0.11646510677035127
Chicago Transit Authority,2016-06-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21700741,120,19482386,-0.09972943852249816,22353602.25,3,-0.12139579430092229
Chicago Transit Authority,2016-07-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20368118,120,19482386,-0.15501424453201795,22142516.5,3,-0.12969248069799477
Chicago Transit Authority,2016-08-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21419471,120,19482386,-0.1113981230539055,22075964.166666668,3,-0.132308307861411
Chicago Transit Authority,2016-09-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22702660,120,19482386,-0.0581641214356311,21977307.333333332,3,-0.1361859964647153
Chicago Transit Authority,2016-10-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22961412,120,19482386,-0.047429612032314994,21803435.833333332,3,-0.143019983642384
Chicago Transit Authority,2016-11-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21083500,120,19482386,-0.12533611719014992,21755768.166666668,3,-0.14489355247217717
Chicago Transit Authority,2016-12-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19333035,120,19482386,-0.19795539357323355,21588203.333333332,3,-0.1514796572819258
Chicago Transit Authority,2017-01-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19570749,120,19482386,-0.1880936604531036,21489839.583333332,3,-0.15534582629897242
Chicago Transit Authority,2017-02-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19900788,120,19482386,-0.17440175952495218,21359334.5,3,-0.16047530448326697
Chicago Transit Authority,2017-03-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22122473,120,19482386,-0.08223358875252818,21257799.916666668,3,-0.16446610251853977
Chicago Transit Authority,2017-04-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20111450,120,19482386,-0.16566229772399466,21124730.416666668,3,-0.16969637462603748
Chicago Transit Authority,2017-05-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21934061,120,19482386,-0.09004999359460697,21100704.833333332,3,-0.17064069573925056
Chicago Transit Authority,2017-06-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21076518,120,19482386,-0.1256257703895607,21048686.25,3,-0.1726852765446183
Chicago Transit Authority,2017-07-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19785002,120,19482386,-0.17920522348183887,21000093.25,3,-0.17459521543008516
Chicago Transit Authority,2017-08-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20878045,120,19482386,-0.13385956291987688,20954974.416666668,3,-0.1763686028367123
Chicago Transit Authority,2017-09-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21895796,120,19482386,-0.09163744413534824,20887735.75,3,-0.17901140620496725
Chicago Transit Authority,2017-10-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22543248,120,19482386,-0.06477744080321635,20852888.75,3,-0.18038106110056673
Chicago Transit Authority,2017-11-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20641026,120,19482386,-0.14369246347432496,20816015.916666668,3,-0.18183034100097772
Chicago Transit Authority,2017-12-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",18772015,120,19482386,-0.22122970436290235,20769264.25,3,-0.1836679066200393
Chicago Transit Authority,2018-01-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19192860,120,19482386,-0.20377065241416936,20737773.5,3,-0.18490564472959237
Chicago Transit Authority,2018-02-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",18530421,120,19482386,-0.2312524020223784,20623576.25,3,-0.18939414653825593
Chicago Transit Authority,2018-03-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20953087,120,19482386,-0.1307463925689476,20526127.416666668,3,-0.19322435492478718
Chicago Transit Authority,2018-04-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20400912,120,19482386,-0.15365376228889582,20550249.25,3,-0.19227625072311028
Chicago Transit Authority,2018-05-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21468846,120,19482386,-0.10934976631931514,20511481.333333332,3,-0.19380001652374435
Chicago Transit Authority,2018-06-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19949111,120,19482386,-0.17239704575309167,20417530.75,3,-0.1974927268404696
Chicago Transit Authority,2018-07-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19757072,120,19482386,-0.18036391925089423,20415203.25,3,-0.1975842087978693
Chicago Transit Authority,2018-08-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20242243,120,19482386,-0.16023625777691042,20362219.75,3,-0.19966671547451276
Chicago Transit Authority,2018-09-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20673841,120,19482386,-0.14233111003137644,20260390.166666668,3,-0.2036691084302722
Chicago Transit Authority,2018-10-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",22736825,120,19482386,-0.05674676228955966,20276521.583333332,3,-0.20303506607912436
Chicago Transit Authority,2018-11-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19723982,120,19482386,-0.18173668126299747,20200101.25,3,-0.2060387531590262
Chicago Transit Authority,2018-12-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",18543810,120,19482386,-0.2306969499045165,20181084.166666668,3,-0.20678621610526327
Chicago Transit Authority,2019-01-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",17453870,120,19482386,-0.27591388032070774,20036168.333333332,3,-0.2124821061553358
Chicago Transit Authority,2019-02-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",18278675,120,19482386,-0.24169626256933918,20015189.5,3,-0.21330667532280978
Chicago Transit Authority,2019-03-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20267148,120,19482386,-0.15920305626855658,19958027.916666668,3,-0.21555340079279894
Chicago Transit Authority,2019-04-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19936879,120,19482386,-0.17290449890909187,19919358.5,3,-0.21707329506913486
Chicago Transit Authority,2019-05-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21144867,120,19482386,-0.12279026386900338,19892360.25,3,-0.2181344562963602
Chicago Transit Authority,2019-06-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19794292,120,19482386,-0.17881982127294072,19879458.666666668,3,-0.21864155064518453
Chicago Transit Authority,2019-07-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19903916,120,19482386,-0.1742719922365309,19891695.666666668,3,-0.218160577621468
Chicago Transit Authority,2019-08-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19940712,120,19482386,-0.17274548419792868,19866568.083333332,3,-0.21914821264104178
Chicago Transit Authority,2019-09-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",20857680,120,19482386,-0.13470441932291344,19881888,3,-0.218546066147436
Chicago Transit Authority,2019-10-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",21800399,120,19482386,-0.09559505603225393,19803852.5,3,-0.2216132370547036
Chicago Transit Authority,2019-11-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19304407,120,19482386,-0.19914304636508884,19768887.916666668,3,-0.22298751354149138
Chicago Transit Authority,2019-12-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",18593555,120,19482386,-0.22863324345869984,19773033.333333332,3,-0.22282457870544248
Chicago Transit Authority,2020-01-01,50066,5066,"Chicago, IL-IN",3,"Chicago, IL-IN",19482386,120,19482386,-0.19175946189388549,19942076.333333332,3,-0.216180374828012
City and County of Honolulu Department of Transportation Services,2011-01-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5958379,120,4984478,0.054229379564077806,5899157.25,15,0
City and County of Honolulu Department of Transportation Services,2011-02-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5591679,120,4984478,-0.010651675079500045,5894140.416666667,15,-8.504322093351169e-4
City and County of Honolulu Department of Transportation Services,2011-03-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5921928,120,4984478,0.04778002226161515,5880944.083333333,15,-0.003087418404835174
City and County of Honolulu Department of Transportation Services,2011-04-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5828245,120,4984478,0.031204478650558976,5873445.166666667,15,-0.004358602804380718
City and County of Honolulu Department of Transportation Services,2011-05-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5791838,120,4984478,0.024762906366924575,5877880,15,-0.0036068287550734546
City and County of Honolulu Department of Transportation Services,2011-06-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5567392,120,4984478,-0.014948828540445214,5874136.833333333,15,-0.004241354418322518
City and County of Honolulu Department of Transportation Services,2011-07-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5688402,120,4984478,0.006461742559689343,5870498.833333333,15,-0.004858052676366076
City and County of Honolulu Department of Transportation Services,2011-08-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6223518,120,4984478,0.10114101836185152,5885939.5,15,-0.002240616657574246
City and County of Honolulu Department of Transportation Services,2011-09-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6195626,120,4984478,0.09620602415372859,5888245.416666667,15,-0.0018497274900296512
City and County of Honolulu Department of Transportation Services,2011-10-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6198941,120,4984478,0.0967925545495385,5892223.666666667,15,-0.0011753515018324556
City and County of Honolulu Department of Transportation Services,2011-11-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5853315,120,4984478,0.035640170060197596,5887234.916666667,15,-0.002021023144167411
City and County of Honolulu Department of Transportation Services,2011-12-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5781495,120,4984478,0.02293289614554861,5883396.5,15,-0.002671695181544753
City and County of Honolulu Department of Transportation Services,2012-01-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6109921,120,4984478,0.08104204600203002,5896025,15,-5.309656731052881e-4
City and County of Honolulu Department of Transportation Services,2012-02-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6029931,120,4984478,0.06688923563677296,5932546,15,0.0056599186265122725
City and County of Honolulu Department of Transportation Services,2012-03-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6033829,120,4984478,0.06757891753205714,5941871.083333333,15,0.007240667017875069
City and County of Honolulu Department of Transportation Services,2012-04-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5848696,120,4984478,0.03482292001547793,5943575.333333333,15,0.007529564215860374
City and County of Honolulu Department of Transportation Services,2012-05-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5988513,120,4984478,0.05956105586794913,5959964.916666667,15,0.010307856544537364
City and County of Honolulu Department of Transportation Services,2012-06-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5434985,120,4984478,-0.03837589644934136,5948931,15,0.008437434008052636
City and County of Honolulu Department of Transportation Services,2012-07-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5622013,120,4984478,-0.005284612326409532,5943398.583333333,15,0.007499602309013476
City and County of Honolulu Department of Transportation Services,2012-08-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6399521,120,4984478,0.13228162447156966,5958065.5,15,0.009985875524847199
City and County of Honolulu Department of Transportation Services,2012-09-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6002927,120,4984478,0.06211135726318373,5942007.25,15,0.0072637494109857315
City and County of Honolulu Department of Transportation Services,2012-10-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6300306,120,4984478,0.11472729167510787,5950454.333333333,15,0.008695662983612351
City and County of Honolulu Department of Transportation Services,2012-11-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5950838,120,4984478,0.0528951334962644,5958581.25,15,0.01007330326717426
City and County of Honolulu Department of Transportation Services,2012-12-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5700344,120,4984478,0.008574667442573514,5951818.666666667,15,0.008926938956690389
City and County of Honolulu Department of Transportation Services,2013-01-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",6143701,120,4984478,0.08701881727516914,5954633.666666667,15,0.009404125761635962
City and County of Honolulu Department of Transportation Services,2013-02-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5705743,120,4984478,0.0095299246392484,5927618,15,0.004824545065314156
City and County of Honolulu Department of Transportation Services,2013-03-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5875679,120,4984478,0.03959708281189922,5914438.833333333,15,0.002590468889998254
City and County of Honolulu Department of Transportation Services,2013-04-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5944508,120,4984478,0.05177515237847374,5922423.166666667,15,0.003943939054458445
City and County of Honolulu Department of Transportation Services,2013-05-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5938091,120,4984478,0.05063977815527254,5918221.333333333,15,0.003231662172309857
City and County of Honolulu Department of Transportation Services,2013-06-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5362370,120,4984478,-0.05122383149963705,5912170.083333333,15,0.002205880057415399
City and County of Honolulu Department of Transportation Services,2013-07-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5407775,120,4984478,-0.04319022286562646,5894316.916666667,15,-8.205126814229136e-4
City and County of Honolulu Department of Transportation Services,2013-08-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5846932,120,4984478,0.03451081153336388,5848267.833333333,15,-0.008626557067395901
City and County of Honolulu Department of Transportation Services,2013-09-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5621083,120,4984478,-0.005449159315279339,5816447.5,15,-0.01402060438378716
City and County of Honolulu Department of Transportation Services,2013-10-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5931242,120,4984478,0.04942796920175785,5785692.166666667,15,-0.01923411743827186
City and County of Honolulu Department of Transportation Services,2013-11-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5484847,120,4984478,-0.029553700794478832,5746859.583333333,15,-0.025816851494620985
City and County of Honolulu Department of Transportation Services,2013-12-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5602286,120,4984478,-0.008774954745154773,5738688.083333333,15,-0.02720204935487469
City and County of Honolulu Department of Transportation Services,2014-01-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5621198,120,4984478,-0.005428812106978209,5695146.166666667,15,-0.03458308953085343
City and County of Honolulu Department of Transportation Services,2014-02-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5280963,120,4984478,-0.06562735485761284,5659747.833333333,15,-0.04058366416095571
City and County of Honolulu Department of Transportation Services,2014-03-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5600529,120,4984478,-0.009085824701546286,5636818.666666667,15,-0.04447051879034636
City and County of Honolulu Department of Transportation Services,2014-04-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5411094,120,4984478,-0.04260298474083235,5592367.5,15,-0.052005691151901345
City and County of Honolulu Department of Transportation Services,2014-05-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5425052,120,4984478,-0.04013336444981763,5549614.25,15,-0.05925303991515063
City and County of Honolulu Department of Transportation Services,2014-06-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5052448,120,4984478,-0.10605902707434922,5523787.416666667,15,-0.06363109465056771
City and County of Honolulu Department of Transportation Services,2014-07-01,90002,9002,"Urban Honolulu, HI",54,"Urban Honolulu, HI",5737885,120,4984478,0.015216880893281326,5551296.583333333,15,-0.058967857937109014
