Geo_FIPS,Geo_NAME,Geo_QName,pop_18_in_poverty
21143,Lyon County,"Lyon County, Kentucky",324
21145,McCracken County,"McCracken County, Kentucky",3199
21147,McCreary County,"McCreary County, Kentucky",1621
21149,McLean County,"McLean County, Kentucky",523
21151,Madison County,"Madison County, Kentucky",3843
21153,Magoffin County,"Magoffin County, Kentucky",1025
21155,Marion County,"Marion County, Kentucky",1613
21157,Marshall County,"Marshall County, Kentucky",849
21159,Martin County,"Martin County, Kentucky",436
21161,Mason County,"Mason County, Kentucky",954
21163,Meade County,"Meade County, Kentucky",1001
21165,Menifee County,"Menifee County, Kentucky",522
21167,Mercer County,"Mercer County, Kentucky",844
21169,Metcalfe County,"Metcalfe County, Kentucky",698
21171,Monroe County,"Monroe County, Kentucky",777
21173,Montgomery County,"Montgomery County, Kentucky",1493
21175,Morgan County,"Morgan County, Kentucky",713
21177,Muhlenberg County,"Muhlenberg County, Kentucky",965
21179,Nelson County,"Nelson County, Kentucky",1135
21181,Nicholas County,"Nicholas County, Kentucky",778
21183,Ohio County,"Ohio County, Kentucky",1814
21185,Oldham County,"Oldham County, Kentucky",1268
21187,Owen County,"Owen County, Kentucky",646
21189,Owsley County,"Owsley County, Kentucky",289
21191,Pendleton County,"Pendleton County, Kentucky",807
21193,Perry County,"Perry County, Kentucky",1751
21195,Pike County,"Pike County, Kentucky",4248
21197,Powell County,"Powell County, Kentucky",828
21199,Pulaski County,"Pulaski County, Kentucky",3904
21201,Robertson County,"Robertson County, Kentucky",188
21203,Rockcastle County,"Rockcastle County, Kentucky",914
21205,Rowan County,"Rowan County, Kentucky",1632
21207,Russell County,"Russell County, Kentucky",1104
21209,Scott County,"Scott County, Kentucky",2438
21211,Shelby County,"Shelby County, Kentucky",1779
21213,Simpson County,"Simpson County, Kentucky",1144
21215,Spencer County,"Spencer County, Kentucky",454
21217,Taylor County,"Taylor County, Kentucky",1308
21219,Todd County,"Todd County, Kentucky",673
21221,Trigg County,"Trigg County, Kentucky",401
21223,Trimble County,"Trimble County, Kentucky",413
21225,Union County,"Union County, Kentucky",474
21227,Warren County,"Warren County, Kentucky",6063
21229,Washington County,"Washington County, Kentucky",578
21231,Wayne County,"Wayne County, Kentucky",1593
21233,Webster County,"Webster County, Kentucky",968
21235,Whitley County,"Whitley County, Kentucky",2680
21237,Wolfe County,"Wolfe County, Kentucky",514
21239,Woodford County,"Woodford County, Kentucky",1371
22001,Acadia Parish,"Acadia Parish, Louisiana",5732
22003,Allen Parish,"Allen Parish, Louisiana",868
22005,Ascension Parish,"Ascension Parish, Louisiana",4569
22007,Assumption Parish,"Assumption Parish, Louisiana",1327
22009,Avoyelles Parish,"Avoyelles Parish, Louisiana",3037
22011,Beauregard Parish,"Beauregard Parish, Louisiana",1632
22013,Bienville Parish,"Bienville Parish, Louisiana",1164
22015,Bossier Parish,"Bossier Parish, Louisiana",7764
22017,Caddo Parish,"Caddo Parish, Louisiana",20804
22019,Calcasieu Parish,"Calcasieu Parish, Louisiana",12555
22021,Caldwell Parish,"Caldwell Parish, Louisiana",840
22023,Cameron Parish,"Cameron Parish, Louisiana",218
22025,Catahoula Parish,"Catahoula Parish, Louisiana",684
22027,Claiborne Parish,"Claiborne Parish, Louisiana",1309
22029,Concordia Parish,"Concordia Parish, Louisiana",1649
22031,De Soto Parish,"De Soto Parish, Louisiana",2041
22033,East Baton Rouge Parish,"East Baton Rouge Parish, Louisiana",26047
22035,East Carroll Parish,"East Carroll Parish, Louisiana",843
22037,East Feliciana Parish,"East Feliciana Parish, Louisiana",809
22039,Evangeline Parish,"Evangeline Parish, Louisiana",3102
22041,Franklin Parish,"Franklin Parish, Louisiana",2224
22043,Grant Parish,"Grant Parish, Louisiana",1059
22045,Iberia Parish,"Iberia Parish, Louisiana",6107
22047,Iberville Parish,"Iberville Parish, Louisiana",1894
22049,Jackson Parish,"Jackson Parish, Louisiana",1180
22051,Jefferson Parish,"Jefferson Parish, Louisiana",23978
22053,Jefferson Davis Parish,"Jefferson Davis Parish, Louisiana",1842
22055,Lafayette Parish,"Lafayette Parish, Louisiana",12828
22057,Lafourche Parish,"Lafourche Parish, Louisiana",4762
22059,LaSalle Parish,"LaSalle Parish, Louisiana",749
22061,Lincoln Parish,"Lincoln Parish, Louisiana",3395
22063,Livingston Parish,"Livingston Parish, Louisiana",5394
22065,Madison Parish,"Madison Parish, Louisiana",1300
22067,Morehouse Parish,"Morehouse Parish, Louisiana",2233
22069,Natchitoches Parish,"Natchitoches Parish, Louisiana",3520
22071,Orleans Parish,"Orleans Parish, Louisiana",26528
22073,Ouachita Parish,"Ouachita Parish, Louisiana",14106
22075,Plaquemines Parish,"Plaquemines Parish, Louisiana",1405
22077,Pointe Coupee Parish,"Pointe Coupee Parish, Louisiana",1385
22079,Rapides Parish,"Rapides Parish, Louisiana",8449
22081,Red River Parish,"Red River Parish, Louisiana",732
22083,Richland Parish,"Richland Parish, Louisiana",2202
22085,Sabine Parish,"Sabine Parish, Louisiana",1247
22087,St. Bernard Parish,"St. Bernard Parish, Louisiana",3254
22089,St. Charles Parish,"St. Charles Parish, Louisiana",1945
22091,St. Helena Parish,"St. Helena Parish, Louisiana",531
22093,St. James Parish,"St. James Parish, Louisiana",1326
22095,St. John the Baptist Parish,"St. John the Baptist Parish, Louisiana",2626
22097,St. Landry Parish,"St. Landry Parish, Louisiana",8199
22099,St. Martin Parish,"St. Martin Parish, Louisiana",3546
22101,St. Mary Parish,"St. Mary Parish, Louisiana",2929
22103,St. Tammany Parish,"St. Tammany Parish, Louisiana",9449
22105,Tangipahoa Parish,"Tangipahoa Parish, Louisiana",10143
22107,Tensas Parish,"Tensas Parish, Louisiana",611
22109,Terrebonne Parish,"Terrebonne Parish, Louisiana",7714
22111,Union Parish,"Union Parish, Louisiana",1558
22113,Vermilion Parish,"Vermilion Parish, Louisiana",3192
22115,Vernon Parish,"Vernon Parish, Louisiana",2808
22117,Washington Parish,"Washington Parish, Louisiana",3602
22119,Webster Parish,"Webster Parish, Louisiana",3817
22121,West Baton Rouge Parish,"West Baton Rouge Parish, Louisiana",983
22123,West Carroll Parish,"West Carroll Parish, Louisiana",723
22125,West Feliciana Parish,"West Feliciana Parish, Louisiana",595
22127,Winn Parish,"Winn Parish, Louisiana",618
23001,Androscoggin County,"Androscoggin County, Maine",3456
23003,Aroostook County,"Aroostook County, Maine",2345
23005,Cumberland County,"Cumberland County, Maine",5278
23007,Franklin County,"Franklin County, Maine",753
23009,Hancock County,"Hancock County, Maine",1230
23011,Kennebec County,"Kennebec County, Maine",3950
23013,Knox County,"Knox County, Maine",1099
23015,Lincoln County,"Lincoln County, Maine",1110
23017,Oxford County,"Oxford County, Maine",2669
23019,Penobscot County,"Penobscot County, Maine",4754
23021,Piscataquis County,"Piscataquis County, Maine",692
23023,Sagadahoc County,"Sagadahoc County, Maine",969
23025,Somerset County,"Somerset County, Maine",2842
23027,Waldo County,"Waldo County, Maine",1280
23029,Washington County,"Washington County, Maine",1504
23031,York County,"York County, Maine",3106
24001,Allegany County,"Allegany County, Maryland",2918
24003,Anne Arundel County,"Anne Arundel County, Maryland",9371
24005,Baltimore County,"Baltimore County, Maryland",19991
24009,Calvert County,"Calvert County, Maryland",1152
24011,Caroline County,"Caroline County, Maryland",1575
24013,Carroll County,"Carroll County, Maryland",2063
24015,Cecil County,"Cecil County, Maryland",3129
24017,Charles County,"Charles County, Maryland",3410
24019,Dorchester County,"Dorchester County, Maryland",1632
24021,Frederick County,"Frederick County, Maryland",4640
24023,Garrett County,"Garrett County, Maryland",665
24025,Harford County,"Harford County, Maryland",5372
24027,Howard County,"Howard County, Maryland",4273
24029,Kent County,"Kent County, Maryland",491
24031,Montgomery County,"Montgomery County, Maryland",20684
24033,Prince George's County,"Prince George's County, Maryland",23200
24035,Queen Anne's County,"Queen Anne's County, Maryland",702
24037,St. Mary's County,"St. Mary's County, Maryland",3023
24039,Somerset County,"Somerset County, Maryland",1424
24041,Talbot County,"Talbot County, Maryland",772
24043,Washington County,"Washington County, Maryland",5556
24045,Wicomico County,"Wicomico County, Maryland",4347
24047,Worcester County,"Worcester County, Maryland",1150
24510,Baltimore city,"Baltimore city, Maryland",38339
25001,Barnstable County,"Barnstable County, Massachusetts",2670
25003,Berkshire County,"Berkshire County, Massachusetts",3113
25005,Bristol County,"Bristol County, Massachusetts",19104
25007,Dukes County,"Dukes County, Massachusetts",265
25009,Essex County,"Essex County, Massachusetts",23200
25011,Franklin County,"Franklin County, Massachusetts",1392
25013,Hampden County,"Hampden County, Massachusetts",25141
25015,Hampshire County,"Hampshire County, Massachusetts",2562
25017,Middlesex County,"Middlesex County, Massachusetts",25131
25019,Nantucket County,"Nantucket County, Massachusetts",271
25021,Norfolk County,"Norfolk County, Massachusetts",8747
25023,Plymouth County,"Plymouth County, Massachusetts",10270
25025,Suffolk County,"Suffolk County, Massachusetts",34496
25027,Worcester County,"Worcester County, Massachusetts",21268
26001,Alcona County,"Alcona County, Michigan",315
26003,Alger County,"Alger County, Michigan",159
26005,Allegan County,"Allegan County, Michigan",4142
26007,Alpena County,"Alpena County, Michigan",838
26009,Antrim County,"Antrim County, Michigan",695
26011,Arenac County,"Arenac County, Michigan",690
26013,Baraga County,"Baraga County, Michigan",319
26015,Barry County,"Barry County, Michigan",1275
26017,Bay County,"Bay County, Michigan",5412
26019,Benzie County,"Benzie County, Michigan",498
26021,Berrien County,"Berrien County, Michigan",8258
26023,Branch County,"Branch County, Michigan",2344
26025,Calhoun County,"Calhoun County, Michigan",7534
26027,Cass County,"Cass County, Michigan",1874
26029,Charlevoix County,"Charlevoix County, Michigan",704
26031,Cheboygan County,"Cheboygan County, Michigan",986
26033,Chippewa County,"Chippewa County, Michigan",1964
26035,Clare County,"Clare County, Michigan",2184
26037,Clinton County,"Clinton County, Michigan",1537
26039,Crawford County,"Crawford County, Michigan",551
26041,Delta County,"Delta County, Michigan",1169
26043,Dickinson County,"Dickinson County, Michigan",716
26045,Eaton County,"Eaton County, Michigan",3531
26047,Emmet County,"Emmet County, Michigan",655
26049,Genesee County,"Genesee County, Michigan",25466
26051,Gladwin County,"Gladwin County, Michigan",1113
26053,Gogebic County,"Gogebic County, Michigan",497
26055,Grand Traverse County,"Grand Traverse County, Michigan",2400
26057,Gratiot County,"Gratiot County, Michigan",1715
26059,Hillsdale County,"Hillsdale County, Michigan",2337
26061,Houghton County,"Houghton County, Michigan",1107
26063,Huron County,"Huron County, Michigan",1284
26065,Ingham County,"Ingham County, Michigan",12451
26067,Ionia County,"Ionia County, Michigan",2160
26069,Iosco County,"Iosco County, Michigan",1009
26071,Iron County,"Iron County, Michigan",324
26073,Isabella County,"Isabella County, Michigan",2434
26075,Jackson County,"Jackson County, Michigan",7137
26077,Kalamazoo County,"Kalamazoo County, Michigan",9136
26079,Kalkaska County,"Kalkaska County, Michigan",731
26081,Kent County,"Kent County, Michigan",23954
26083,Keweenaw County,"Keweenaw County, Michigan",60
26085,Lake County,"Lake County, Michigan",604
26087,Lapeer County,"Lapeer County, Michigan",2368
26089,Leelanau County,"Leelanau County, Michigan",238
26091,Lenawee County,"Lenawee County, Michigan",3131
26093,Livingston County,"Livingston County, Michigan",2446
26095,Luce County,"Luce County, Michigan",299
26097,Mackinac County,"Mackinac County, Michigan",319
26099,Macomb County,"Macomb County, Michigan",27682
26101,Manistee County,"Manistee County, Michigan",695
26103,Marquette County,"Marquette County, Michigan",1929
26105,Mason County,"Mason County, Michigan",1445
26107,Mecosta County,"Mecosta County, Michigan",1877
26109,Menominee County,"Menominee County, Michigan",761
26111,Midland County,"Midland County, Michigan",2180
26113,Missaukee County,"Missaukee County, Michigan",679
26115,Monroe County,"Monroe County, Michigan",4942
26117,Montcalm County,"Montcalm County, Michigan",2794
26119,Montmorency County,"Montmorency County, Michigan",404
26121,Muskegon County,"Muskegon County, Michigan",8637
26123,Newaygo County,"Newaygo County, Michigan",2743
26125,Oakland County,"Oakland County, Michigan",26296
26127,Oceana County,"Oceana County, Michigan",1208
26129,Ogemaw County,"Ogemaw County, Michigan",882
26131,Ontonagon County,"Ontonagon County, Michigan",125
26133,Osceola County,"Osceola County, Michigan",1361
26135,Oscoda County,"Oscoda County, Michigan",300
26137,Otsego County,"Otsego County, Michigan",984
26139,Ottawa County,"Ottawa County, Michigan",5505
26141,Presque Isle County,"Presque Isle County, Michigan",394
26143,Roscommon County,"Roscommon County, Michigan",1040
26145,Saginaw County,"Saginaw County, Michigan",10332
26147,St. Clair County,"St. Clair County, Michigan",6186
26149,St. Joseph County,"St. Joseph County, Michigan",3270
26151,Sanilac County,"Sanilac County, Michigan",1918
26153,Schoolcraft County,"Schoolcraft County, Michigan",257
26155,Shiawassee County,"Shiawassee County, Michigan",1936
26157,Tuscola County,"Tuscola County, Michigan",2068
26159,Van Buren County,"Van Buren County, Michigan",3841
26161,Washtenaw County,"Washtenaw County, Michigan",8097
26163,Wayne County,"Wayne County, Michigan",138506
26165,Wexford County,"Wexford County, Michigan",1542
27001,Aitkin County,"Aitkin County, Minnesota",465
27003,Anoka County,"Anoka County, Minnesota",6343
27005,Becker County,"Becker County, Minnesota",1283
27007,Beltrami County,"Beltrami County, Minnesota",2749
27009,Benton County,"Benton County, Minnesota",1128
27011,Big Stone County,"Big Stone County, Minnesota",102
27013,Blue Earth County,"Blue Earth County, Minnesota",1527
27015,Brown County,"Brown County, Minnesota",442
27017,Carlton County,"Carlton County, Minnesota",948
27019,Carver County,"Carver County, Minnesota",973
27021,Cass County,"Cass County, Minnesota",1393
27023,Chippewa County,"Chippewa County, Minnesota",246
27025,Chisago County,"Chisago County, Minnesota",844
27027,Clay County,"Clay County, Minnesota",2095
27029,Clearwater County,"Clearwater County, Minnesota",395
27031,Cook County,"Cook County, Minnesota",126
27033,Cottonwood County,"Cottonwood County, Minnesota",293
27035,Crow Wing County,"Crow Wing County, Minnesota",2000
27037,Dakota County,"Dakota County, Minnesota",8240
27039,Dodge County,"Dodge County, Minnesota",267
27041,Douglas County,"Douglas County, Minnesota",658
27043,Faribault County,"Faribault County, Minnesota",493
27045,Fillmore County,"Fillmore County, Minnesota",887
27047,Freeborn County,"Freeborn County, Minnesota",1023
27049,Goodhue County,"Goodhue County, Minnesota",1353
27051,Grant County,"Grant County, Minnesota",171
27053,Hennepin County,"Hennepin County, Minnesota",35811
27055,Houston County,"Houston County, Minnesota",402
27057,Hubbard County,"Hubbard County, Minnesota",732
27059,Isanti County,"Isanti County, Minnesota",809
27061,Itasca County,"Itasca County, Minnesota",1453
27063,Jackson County,"Jackson County, Minnesota",205
27065,Kanabec County,"Kanabec County, Minnesota",393
27067,Kandiyohi County,"Kandiyohi County, Minnesota",1578
27069,Kittson County,"Kittson County, Minnesota",117
27071,Koochiching County,"Koochiching County, Minnesota",433
27073,Lac qui Parle County,"Lac qui Parle County, Minnesota",91
27075,Lake County,"Lake County, Minnesota",220
27077,Lake of the Woods County,"Lake of the Woods County, Minnesota",161
27079,Le Sueur County,"Le Sueur County, Minnesota",852
27081,Lincoln County,"Lincoln County, Minnesota",166
27083,Lyon County,"Lyon County, Minnesota",1186
27085,McLeod County,"McLeod County, Minnesota",914
27087,Mahnomen County,"Mahnomen County, Minnesota",560
27089,Marshall County,"Marshall County, Minnesota",159
27091,Martin County,"Martin County, Minnesota",795
27093,Meeker County,"Meeker County, Minnesota",390
27095,Mille Lacs County,"Mille Lacs County, Minnesota",1028
27097,Morrison County,"Morrison County, Minnesota",815
27099,Mower County,"Mower County, Minnesota",1757
27101,Murray County,"Murray County, Minnesota",127
27103,Nicollet County,"Nicollet County, Minnesota",668
27105,Nobles County,"Nobles County, Minnesota",1114
27107,Norman County,"Norman County, Minnesota",145
27109,Olmsted County,"Olmsted County, Minnesota",3921
27111,Otter Tail County,"Otter Tail County, Minnesota",1418
27113,Pennington County,"Pennington County, Minnesota",584
27115,Pine County,"Pine County, Minnesota",707
27117,Pipestone County,"Pipestone County, Minnesota",360
27119,Polk County,"Polk County, Minnesota",1355
27121,Pope County,"Pope County, Minnesota",165
27123,Ramsey County,"Ramsey County, Minnesota",25722
27125,Red Lake County,"Red Lake County, Minnesota",135
27127,Redwood County,"Redwood County, Minnesota",473
27129,Renville County,"Renville County, Minnesota",430
27131,Rice County,"Rice County, Minnesota",1887
27133,Rock County,"Rock County, Minnesota",239
27135,Roseau County,"Roseau County, Minnesota",408
27137,St. Louis County,"St. Louis County, Minnesota",5338
27139,Scott County,"Scott County, Minnesota",2940
27141,Sherburne County,"Sherburne County, Minnesota",2087
27143,Sibley County,"Sibley County, Minnesota",368
27145,Stearns County,"Stearns County, Minnesota",6069
27147,Steele County,"Steele County, Minnesota",1045
27149,Stevens County,"Stevens County, Minnesota",126
27151,Swift County,"Swift County, Minnesota",382
27153,Todd County,"Todd County, Minnesota",965
27155,Traverse County,"Traverse County, Minnesota",76
27157,Wabasha County,"Wabasha County, Minnesota",391
27159,Wadena County,"Wadena County, Minnesota",552
27161,Waseca County,"Waseca County, Minnesota",426
27163,Washington County,"Washington County, Minnesota",3204
27165,Watonwan County,"Watonwan County, Minnesota",556
27167,Wilkin County,"Wilkin County, Minnesota",223
27169,Winona County,"Winona County, Minnesota",906
27171,Wright County,"Wright County, Minnesota",1572
27173,Yellow Medicine County,"Yellow Medicine County, Minnesota",271
28001,Adams County,"Adams County, Mississippi",3235
28003,Alcorn County,"Alcorn County, Mississippi",1534
28005,Amite County,"Amite County, Mississippi",950
28007,Attala County,"Attala County, Mississippi",1875
28009,Benton County,"Benton County, Mississippi",313
28011,Bolivar County,"Bolivar County, Mississippi",3746
28013,Calhoun County,"Calhoun County, Mississippi",1109
28015,Carroll County,"Carroll County, Mississippi",401
28017,Chickasaw County,"Chickasaw County, Mississippi",1208
28019,Choctaw County,"Choctaw County, Mississippi",560
28021,Claiborne County,"Claiborne County, Mississippi",1403
28023,Clarke County,"Clarke County, Mississippi",1004
28025,Clay County,"Clay County, Mississippi",1699
28027,Coahoma County,"Coahoma County, Mississippi",3124
28029,Copiah County,"Copiah County, Mississippi",2497
28031,Covington County,"Covington County, Mississippi",1814
28033,DeSoto County,"DeSoto County, Mississippi",5500
28035,Forrest County,"Forrest County, Mississippi",5522
28037,Franklin County,"Franklin County, Mississippi",341
28039,George County,"George County, Mississippi",1307
28041,Greene County,"Greene County, Mississippi",621
28043,Grenada County,"Grenada County, Mississippi",1641
28045,Hancock County,"Hancock County, Mississippi",2782
28047,Harrison County,"Harrison County, Mississippi",15482
28049,Hinds County,"Hinds County, Mississippi",18238
28051,Holmes County,"Holmes County, Mississippi",2332
28053,Humphreys County,"Humphreys County, Mississippi",1255
28055,Issaquena County,"Issaquena County, Mississippi",123
28057,Itawamba County,"Itawamba County, Mississippi",792
28059,Jackson County,"Jackson County, Mississippi",7510
28061,Jasper County,"Jasper County, Mississippi",1357
28063,Jefferson County,"Jefferson County, Mississippi",908
28065,Jefferson Davis County,"Jefferson Davis County, Mississippi",725
28067,Jones County,"Jones County, Mississippi",5451
28069,Kemper County,"Kemper County, Mississippi",890
28071,Lafayette County,"Lafayette County, Mississippi",1748
28073,Lamar County,"Lamar County, Mississippi",3607
28075,Lauderdale County,"Lauderdale County, Mississippi",5290
28077,Lawrence County,"Lawrence County, Mississippi",834
28079,Leake County,"Leake County, Mississippi",2275
28081,Lee County,"Lee County, Mississippi",4310
28083,Leflore County,"Leflore County, Mississippi",4129
28085,Lincoln County,"Lincoln County, Mississippi",2297
28087,Lowndes County,"Lowndes County, Mississippi",4052
28089,Madison County,"Madison County, Mississippi",3632
28091,Marion County,"Marion County, Mississippi",1726
28093,Marshall County,"Marshall County, Mississippi",2334
28095,Monroe County,"Monroe County, Mississippi",1937
28097,Montgomery County,"Montgomery County, Mississippi",1130
28099,Neshoba County,"Neshoba County, Mississippi",2921
28101,Newton County,"Newton County, Mississippi",1938
28103,Noxubee County,"Noxubee County, Mississippi",1247
28105,Oktibbeha County,"Oktibbeha County, Mississippi",1950
28107,Panola County,"Panola County, Mississippi",2198
28109,Pearl River County,"Pearl River County, Mississippi",2700
28111,Perry County,"Perry County, Mississippi",657
28113,Pike County,"Pike County, Mississippi",4705
28115,Pontotoc County,"Pontotoc County, Mississippi",2174
28117,Prentiss County,"Prentiss County, Mississippi",1980
28119,Quitman County,"Quitman County, Mississippi",946
28121,Rankin County,"Rankin County, Mississippi",3102
28123,Scott County,"Scott County, Mississippi",2696
28125,Sharkey County,"Sharkey County, Mississippi",378
28127,Simpson County,"Simpson County, Mississippi",1665
28129,Smith County,"Smith County, Mississippi",905
28131,Stone County,"Stone County, Mississippi",1246
28133,Sunflower County,"Sunflower County, Mississippi",2680
28135,Tallahatchie County,"Tallahatchie County, Mississippi",1222
28137,Tate County,"Tate County, Mississippi",1850
28139,Tippah County,"Tippah County, Mississippi",1469
28141,Tishomingo County,"Tishomingo County, Mississippi",848
28143,Tunica County,"Tunica County, Mississippi",975
28145,Union County,"Union County, Mississippi",1580
28147,Walthall County,"Walthall County, Mississippi",889
28149,Warren County,"Warren County, Mississippi",3360
28151,Washington County,"Washington County, Mississippi",5913
28153,Wayne County,"Wayne County, Mississippi",1408
28155,Webster County,"Webster County, Mississippi",884
28157,Wilkinson County,"Wilkinson County, Mississippi",1054
28159,Winston County,"Winston County, Mississippi",1457
28161,Yalobusha County,"Yalobusha County, Mississippi",821
28163,Yazoo County,"Yazoo County, Mississippi",2897
29001,Adair County,"Adair County, Missouri",747
29003,Andrew County,"Andrew County, Missouri",385
29005,Atchison County,"Atchison County, Missouri",175
29007,Audrain County,"Audrain County, Missouri",1157
29009,Barry County,"Barry County, Missouri",2538
29011,Barton County,"Barton County, Missouri",751
29013,Bates County,"Bates County, Missouri",699
29015,Benton County,"Benton County, Missouri",996
29017,Bollinger County,"Bollinger County, Missouri",533
29019,Boone County,"Boone County, Missouri",5141
29021,Buchanan County,"Buchanan County, Missouri",5092
29023,Butler County,"Butler County, Missouri",3467
29025,Caldwell County,"Caldwell County, Missouri",474
29027,Callaway County,"Callaway County, Missouri",1647
29029,Camden County,"Camden County, Missouri",1924
29031,Cape Girardeau County,"Cape Girardeau County, Missouri",3113
29033,Carroll County,"Carroll County, Missouri",414
29035,Carter County,"Carter County, Missouri",182
29037,Cass County,"Cass County, Missouri",3281
29039,Cedar County,"Cedar County, Missouri",671
29041,Chariton County,"Chariton County, Missouri",295
29043,Christian County,"Christian County, Missouri",2533
29045,Clark County,"Clark County, Missouri",362
29047,Clay County,"Clay County, Missouri",6439
29049,Clinton County,"Clinton County, Missouri",586
29051,Cole County,"Cole County, Missouri",2422
29053,Cooper County,"Cooper County, Missouri",601
29055,Crawford County,"Crawford County, Missouri",1301
29057,Dade County,"Dade County, Missouri",589
29059,Dallas County,"Dallas County, Missouri",575
29061,Daviess County,"Daviess County, Missouri",426
29063,DeKalb County,"DeKalb County, Missouri",318
29065,Dent County,"Dent County, Missouri",1115
29067,Douglas County,"Douglas County, Missouri",844
29069,Dunklin County,"Dunklin County, Missouri",2691
29071,Franklin County,"Franklin County, Missouri",3922
29073,Gasconade County,"Gasconade County, Missouri",313
29075,Gentry County,"Gentry County, Missouri",294
29077,Greene County,"Greene County, Missouri",10348
29079,Grundy County,"Grundy County, Missouri",485
29081,Harrison County,"Harrison County, Missouri",474
29083,Henry County,"Henry County, Missouri",1563
29085,Hickory County,"Hickory County, Missouri",290
29087,Holt County,"Holt County, Missouri",95
29089,Howard County,"Howard County, Missouri",458
29091,Howell County,"Howell County, Missouri",2961
29093,Iron County,"Iron County, Missouri",612
29095,Jackson County,"Jackson County, Missouri",35983
29097,Jasper County,"Jasper County, Missouri",7377
29099,Jefferson County,"Jefferson County, Missouri",6398
29101,Johnson County,"Johnson County, Missouri",1259
29103,Knox County,"Knox County, Missouri",223
29105,Laclede County,"Laclede County, Missouri",1669
29107,Lafayette County,"Lafayette County, Missouri",1343
29109,Lawrence County,"Lawrence County, Missouri",2613
29111,Lewis County,"Lewis County, Missouri",538
29113,Lincoln County,"Lincoln County, Missouri",1931
29115,Linn County,"Linn County, Missouri",764
29117,Livingston County,"Livingston County, Missouri",724
29119,McDonald County,"McDonald County, Missouri",1648
29121,Macon County,"Macon County, Missouri",749
29123,Madison County,"Madison County, Missouri",358
29125,Maries County,"Maries County, Missouri",536
29127,Marion County,"Marion County, Missouri",1429
29129,Mercer County,"Mercer County, Missouri",53
29131,Miller County,"Miller County, Missouri",1610
29133,Mississippi County,"Mississippi County, Missouri",878
29135,Moniteau County,"Moniteau County, Missouri",592
29137,Monroe County,"Monroe County, Missouri",362
29139,Montgomery County,"Montgomery County, Missouri",652
29141,Morgan County,"Morgan County, Missouri",1589
29143,New Madrid County,"New Madrid County, Missouri",1380
29145,Newton County,"Newton County, Missouri",2535
29147,Nodaway County,"Nodaway County, Missouri",787
29149,Oregon County,"Oregon County, Missouri",908
29151,Osage County,"Osage County, Missouri",268
29153,Ozark County,"Ozark County, Missouri",848
29155,Pemiscot County,"Pemiscot County, Missouri",1753
29157,Perry County,"Perry County, Missouri",368
29159,Pettis County,"Pettis County, Missouri",2019
29161,Phelps County,"Phelps County, Missouri",1788
29163,Pike County,"Pike County, Missouri",781
29165,Platte County,"Platte County, Missouri",1827
29167,Polk County,"Polk County, Missouri",1401
29169,Pulaski County,"Pulaski County, Missouri",2127
29171,Putnam County,"Putnam County, Missouri",343
29173,Ralls County,"Ralls County, Missouri",415
29175,Randolph County,"Randolph County, Missouri",1290
29177,Ray County,"Ray County, Missouri",945
29179,Reynolds County,"Reynolds County, Missouri",347
29181,Ripley County,"Ripley County, Missouri",949
29183,St. Charles County,"St. Charles County, Missouri",6330
29185,St. Clair County,"St. Clair County, Missouri",433
29186,Ste. Genevieve County,"Ste. Genevieve County, Missouri",721
29187,St. Francois County,"St. Francois County, Missouri",2579
29189,St. Louis County,"St. Louis County, Missouri",29789
29195,Saline County,"Saline County, Missouri",1150
29197,Schuyler County,"Schuyler County, Missouri",244
29199,Scotland County,"Scotland County, Missouri",256
29201,Scott County,"Scott County, Missouri",2717
29203,Shannon County,"Shannon County, Missouri",596
29205,Shelby County,"Shelby County, Missouri",319
29207,Stoddard County,"Stoddard County, Missouri",1531
29209,Stone County,"Stone County, Missouri",983
29211,Sullivan County,"Sullivan County, Missouri",339
29213,Taney County,"Taney County, Missouri",2255
29215,Texas County,"Texas County, Missouri",1747
29217,Vernon County,"Vernon County, Missouri",1051
29219,Warren County,"Warren County, Missouri",1911
29221,Washington County,"Washington County, Missouri",1319
29223,Wayne County,"Wayne County, Missouri",749
29225,Webster County,"Webster County, Missouri",2658
29227,Worth County,"Worth County, Missouri",86
29229,Wright County,"Wright County, Missouri",1701
29510,St. Louis city,"St. Louis city, Missouri",19951
30001,Beaverhead County,"Beaverhead County, Montana",178
30003,Big Horn County,"Big Horn County, Montana",1346
30005,Blaine County,"Blaine County, Montana",925
30007,Broadwater County,"Broadwater County, Montana",60
30009,Carbon County,"Carbon County, Montana",203
30011,Carter County,"Carter County, Montana",69
30013,Cascade County,"Cascade County, Montana",2917
30015,Chouteau County,"Chouteau County, Montana",265
30017,Custer County,"Custer County, Montana",270
30019,Daniels County,"Daniels County, Montana",24
30021,Dawson County,"Dawson County, Montana",162
30023,Deer Lodge County,"Deer Lodge County, Montana",375
30025,Fallon County,"Fallon County, Montana",67
30027,Fergus County,"Fergus County, Montana",538
30029,Flathead County,"Flathead County, Montana",3171
30031,Gallatin County,"Gallatin County, Montana",1485
30033,Garfield County,"Garfield County, Montana",0
30035,Glacier County,"Glacier County, Montana",1643
30037,Golden Valley County,"Golden Valley County, Montana",34
30039,Granite County,"Granite County, Montana",26
30041,Hill County,"Hill County, Montana",977
30043,Jefferson County,"Jefferson County, Montana",160
30045,Judith Basin County,"Judith Basin County, Montana",38
