Geo_FIPS,Geo_NAME,Geo_QName,pop_18_in_poverty
40135,Sequoyah County,"Sequoyah County, Oklahoma",3052
40137,Stephens County,"Stephens County, Oklahoma",1965
40139,Texas County,"Texas County, Oklahoma",1637
40141,Tillman County,"Tillman County, Oklahoma",459
40143,Tulsa County,"Tulsa County, Oklahoma",35030
40145,Wagoner County,"Wagoner County, Oklahoma",2736
40147,Washington County,"Washington County, Oklahoma",2322
40149,Washita County,"Washita County, Oklahoma",536
40151,Woods County,"Woods County, Oklahoma",175
40153,Woodward County,"Woodward County, Oklahoma",859
41001,Baker County,"Baker County, Oregon",494
41003,Benton County,"Benton County, Oregon",2042
41005,Clackamas County,"Clackamas County, Oregon",8002
41007,Clatsop County,"Clatsop County, Oregon",573
41009,Columbia County,"Columbia County, Oregon",1478
41011,Coos County,"Coos County, Oregon",2735
41013,Crook County,"Crook County, Oregon",1100
41015,Curry County,"Curry County, Oregon",376
41017,Deschutes County,"Deschutes County, Oregon",5297
41019,Douglas County,"Douglas County, Oregon",4537
41021,Gilliam County,"Gilliam County, Oregon",18
41023,Grant County,"Grant County, Oregon",307
41025,Harney County,"Harney County, Oregon",142
41027,Hood River County,"Hood River County, Oregon",280
41029,Jackson County,"Jackson County, Oregon",9317
41031,Jefferson County,"Jefferson County, Oregon",1282
41033,Josephine County,"Josephine County, Oregon",4102
41035,Klamath County,"Klamath County, Oregon",3791
41037,Lake County,"Lake County, Oregon",334
41039,Lane County,"Lane County, Oregon",13381
41041,Lincoln County,"Lincoln County, Oregon",1999
41043,Linn County,"Linn County, Oregon",4419
41045,Malheur County,"Malheur County, Oregon",2307
41047,Marion County,"Marion County, Oregon",16008
41049,Morrow County,"Morrow County, Oregon",705
41051,Multnomah County,"Multnomah County, Oregon",25606
41053,Polk County,"Polk County, Oregon",2590
41055,Sherman County,"Sherman County, Oregon",54
41057,Tillamook County,"Tillamook County, Oregon",957
41059,Umatilla County,"Umatilla County, Oregon",4991
41061,Union County,"Union County, Oregon",904
41063,Wallowa County,"Wallowa County, Oregon",269
41065,Wasco County,"Wasco County, Oregon",893
41067,Washington County,"Washington County, Oregon",15621
41069,Wheeler County,"Wheeler County, Oregon",51
41071,Yamhill County,"Yamhill County, Oregon",3803
42001,Adams County,"Adams County, Pennsylvania",2404
42003,Allegheny County,"Allegheny County, Pennsylvania",34588
42005,Armstrong County,"Armstrong County, Pennsylvania",1925
42007,Beaver County,"Beaver County, Pennsylvania",5503
42009,Bedford County,"Bedford County, Pennsylvania",1355
42011,Berks County,"Berks County, Pennsylvania",17139
42013,Blair County,"Blair County, Pennsylvania",5044
42015,Bradford County,"Bradford County, Pennsylvania",2496
42017,Bucks County,"Bucks County, Pennsylvania",9112
42019,Butler County,"Butler County, Pennsylvania",3451
42021,Cambria County,"Cambria County, Pennsylvania",6358
42023,Cameron County,"Cameron County, Pennsylvania",210
42025,Carbon County,"Carbon County, Pennsylvania",2302
42027,Centre County,"Centre County, Pennsylvania",2571
42029,Chester County,"Chester County, Pennsylvania",8593
42031,Clarion County,"Clarion County, Pennsylvania",1442
42033,Clearfield County,"Clearfield County, Pennsylvania",3516
42035,Clinton County,"Clinton County, Pennsylvania",1389
42037,Columbia County,"Columbia County, Pennsylvania",2029
42039,Crawford County,"Crawford County, Pennsylvania",3194
42041,Cumberland County,"Cumberland County, Pennsylvania",4614
42043,Dauphin County,"Dauphin County, Pennsylvania",12324
42045,Delaware County,"Delaware County, Pennsylvania",16578
42047,Elk County,"Elk County, Pennsylvania",781
42049,Erie County,"Erie County, Pennsylvania",13293
42051,Fayette County,"Fayette County, Pennsylvania",6638
42053,Forest County,"Forest County, Pennsylvania",207
42055,Franklin County,"Franklin County, Pennsylvania",5014
42057,Fulton County,"Fulton County, Pennsylvania",424
42059,Greene County,"Greene County, Pennsylvania",1262
42061,Huntingdon County,"Huntingdon County, Pennsylvania",1537
42063,Indiana County,"Indiana County, Pennsylvania",2955
42065,Jefferson County,"Jefferson County, Pennsylvania",2110
42067,Juniata County,"Juniata County, Pennsylvania",926
42069,Lackawanna County,"Lackawanna County, Pennsylvania",8942
42071,Lancaster County,"Lancaster County, Pennsylvania",18113
42073,Lawrence County,"Lawrence County, Pennsylvania",3432
42075,Lebanon County,"Lebanon County, Pennsylvania",5177
42077,Lehigh County,"Lehigh County, Pennsylvania",15901
42079,Luzerne County,"Luzerne County, Pennsylvania",15667
42081,Lycoming County,"Lycoming County, Pennsylvania",4669
42083,McKean County,"McKean County, Pennsylvania",2015
42085,Mercer County,"Mercer County, Pennsylvania",4855
42087,Mifflin County,"Mifflin County, Pennsylvania",2183
42089,Monroe County,"Monroe County, Pennsylvania",4844
42091,Montgomery County,"Montgomery County, Pennsylvania",12099
42093,Montour County,"Montour County, Pennsylvania",531
42095,Northampton County,"Northampton County, Pennsylvania",7885
42097,Northumberland County,"Northumberland County, Pennsylvania",3291
42099,Perry County,"Perry County, Pennsylvania",1149
42101,Philadelphia County,"Philadelphia County, Pennsylvania",117886
42103,Pike County,"Pike County, Pennsylvania",1590
42105,Potter County,"Potter County, Pennsylvania",683
42107,Schuylkill County,"Schuylkill County, Pennsylvania",4603
42109,Snyder County,"Snyder County, Pennsylvania",1444
42111,Somerset County,"Somerset County, Pennsylvania",2688
42113,Sullivan County,"Sullivan County, Pennsylvania",134
42115,Susquehanna County,"Susquehanna County, Pennsylvania",1394
42117,Tioga County,"Tioga County, Pennsylvania",1338
42119,Union County,"Union County, Pennsylvania",1086
42121,Venango County,"Venango County, Pennsylvania",1710
42123,Warren County,"Warren County, Pennsylvania",1674
42125,Washington County,"Washington County, Pennsylvania",4420
42127,Wayne County,"Wayne County, Pennsylvania",1269
42129,Westmoreland County,"Westmoreland County, Pennsylvania",8675
42131,Wyoming County,"Wyoming County, Pennsylvania",734
42133,York County,"York County, Pennsylvania",13525
44001,Bristol County,"Bristol County, Rhode Island",613
44003,Kent County,"Kent County, Rhode Island",2666
44005,Newport County,"Newport County, Rhode Island",1476
44007,Providence County,"Providence County, Rhode Island",28083
44009,Washington County,"Washington County, Rhode Island",1928
45001,Abbeville County,"Abbeville County, South Carolina",1305
45003,Aiken County,"Aiken County, South Carolina",8005
45005,Allendale County,"Allendale County, South Carolina",706
45007,Anderson County,"Anderson County, South Carolina",9517
45009,Bamberg County,"Bamberg County, South Carolina",1152
45011,Barnwell County,"Barnwell County, South Carolina",2300
45013,Beaufort County,"Beaufort County, South Carolina",6472
45015,Berkeley County,"Berkeley County, South Carolina",8702
45017,Calhoun County,"Calhoun County, South Carolina",818
45019,Charleston County,"Charleston County, South Carolina",16243
45021,Cherokee County,"Cherokee County, South Carolina",3522
45023,Chester County,"Chester County, South Carolina",1971
45025,Chesterfield County,"Chesterfield County, South Carolina",3313
45027,Clarendon County,"Clarendon County, South Carolina",2363
45029,Colleton County,"Colleton County, South Carolina",3129
45031,Darlington County,"Darlington County, South Carolina",4301
45033,Dillon County,"Dillon County, South Carolina",3496
45035,Dorchester County,"Dorchester County, South Carolina",6840
45037,Edgefield County,"Edgefield County, South Carolina",1166
45039,Fairfield County,"Fairfield County, South Carolina",1288
45041,Florence County,"Florence County, South Carolina",8390
45043,Georgetown County,"Georgetown County, South Carolina",3737
45045,Greenville County,"Greenville County, South Carolina",17785
45047,Greenwood County,"Greenwood County, South Carolina",5712
45049,Hampton County,"Hampton County, South Carolina",1310
45051,Horry County,"Horry County, South Carolina",15748
45053,Jasper County,"Jasper County, South Carolina",1763
45055,Kershaw County,"Kershaw County, South Carolina",2930
45057,Lancaster County,"Lancaster County, South Carolina",3664
45059,Laurens County,"Laurens County, South Carolina",4407
45061,Lee County,"Lee County, South Carolina",1428
45063,Lexington County,"Lexington County, South Carolina",12266
45065,McCormick County,"McCormick County, South Carolina",378
45067,Marion County,"Marion County, South Carolina",2019
45069,Marlboro County,"Marlboro County, South Carolina",2085
45071,Newberry County,"Newberry County, South Carolina",2224
45073,Oconee County,"Oconee County, South Carolina",3968
45075,Orangeburg County,"Orangeburg County, South Carolina",7289
45077,Pickens County,"Pickens County, South Carolina",3037
45079,Richland County,"Richland County, South Carolina",18129
45081,Saluda County,"Saluda County, South Carolina",938
45083,Spartanburg County,"Spartanburg County, South Carolina",14937
45085,Sumter County,"Sumter County, South Carolina",6939
45087,Union County,"Union County, South Carolina",2086
45089,Williamsburg County,"Williamsburg County, South Carolina",2260
45091,York County,"York County, South Carolina",8915
46003,Aurora County,"Aurora County, South Dakota",34
46005,Beadle County,"Beadle County, South Dakota",1216
46007,Bennett County,"Bennett County, South Dakota",550
46009,Bon Homme County,"Bon Homme County, South Dakota",187
46011,Brookings County,"Brookings County, South Dakota",814
46013,Brown County,"Brown County, South Dakota",1067
46015,Brule County,"Brule County, South Dakota",223
46017,Buffalo County,"Buffalo County, South Dakota",320
46019,Butte County,"Butte County, South Dakota",187
46021,Campbell County,"Campbell County, South Dakota",0
46023,Charles Mix County,"Charles Mix County, South Dakota",679
46025,Clark County,"Clark County, South Dakota",68
46027,Clay County,"Clay County, South Dakota",440
46029,Codington County,"Codington County, South Dakota",1052
46031,Corson County,"Corson County, South Dakota",882
46033,Custer County,"Custer County, South Dakota",330
46035,Davison County,"Davison County, South Dakota",844
46037,Day County,"Day County, South Dakota",279
46039,Deuel County,"Deuel County, South Dakota",107
46041,Dewey County,"Dewey County, South Dakota",862
46043,Douglas County,"Douglas County, South Dakota",24
46045,Edmunds County,"Edmunds County, South Dakota",25
46047,Fall River County,"Fall River County, South Dakota",254
46049,Faulk County,"Faulk County, South Dakota",48
46051,Grant County,"Grant County, South Dakota",146
46053,Gregory County,"Gregory County, South Dakota",165
46055,Haakon County,"Haakon County, South Dakota",112
46057,Hamlin County,"Hamlin County, South Dakota",123
46059,Hand County,"Hand County, South Dakota",45
46061,Hanson County,"Hanson County, South Dakota",76
46063,Harding County,"Harding County, South Dakota",3
46065,Hughes County,"Hughes County, South Dakota",756
46067,Hutchinson County,"Hutchinson County, South Dakota",182
46069,Hyde County,"Hyde County, South Dakota",38
46071,Jackson County,"Jackson County, South Dakota",649
46073,Jerauld County,"Jerauld County, South Dakota",29
46075,Jones County,"Jones County, South Dakota",21
46077,Kingsbury County,"Kingsbury County, South Dakota",74
46079,Lake County,"Lake County, South Dakota",415
46081,Lawrence County,"Lawrence County, South Dakota",556
46083,Lincoln County,"Lincoln County, South Dakota",589
46085,Lyman County,"Lyman County, South Dakota",311
46087,McCook County,"McCook County, South Dakota",145
46089,McPherson County,"McPherson County, South Dakota",75
46091,Marshall County,"Marshall County, South Dakota",117
46093,Meade County,"Meade County, South Dakota",329
46095,Mellette County,"Mellette County, South Dakota",404
46097,Miner County,"Miner County, South Dakota",33
46099,Minnehaha County,"Minnehaha County, South Dakota",5842
46101,Moody County,"Moody County, South Dakota",238
46102,Oglala Lakota County,"Oglala Lakota County, South Dakota",2785
46103,Pennington County,"Pennington County, South Dakota",5338
46105,Perkins County,"Perkins County, South Dakota",25
46107,Potter County,"Potter County, South Dakota",68
46109,Roberts County,"Roberts County, South Dakota",919
46111,Sanborn County,"Sanborn County, South Dakota",79
46115,Spink County,"Spink County, South Dakota",227
46117,Stanley County,"Stanley County, South Dakota",26
46119,Sully County,"Sully County, South Dakota",23
46121,Todd County,"Todd County, South Dakota",2705
46123,Tripp County,"Tripp County, South Dakota",402
46125,Turner County,"Turner County, South Dakota",240
46127,Union County,"Union County, South Dakota",417
46129,Walworth County,"Walworth County, South Dakota",49
46135,Yankton County,"Yankton County, South Dakota",544
46137,Ziebach County,"Ziebach County, South Dakota",471
47001,Anderson County,"Anderson County, Tennessee",3490
47003,Bedford County,"Bedford County, Tennessee",2338
47005,Benton County,"Benton County, Tennessee",736
47007,Bledsoe County,"Bledsoe County, Tennessee",989
47009,Blount County,"Blount County, Tennessee",4092
47011,Bradley County,"Bradley County, Tennessee",5053
47013,Campbell County,"Campbell County, Tennessee",2445
47015,Cannon County,"Cannon County, Tennessee",797
47017,Carroll County,"Carroll County, Tennessee",1464
47019,Carter County,"Carter County, Tennessee",3321
47021,Cheatham County,"Cheatham County, Tennessee",847
47023,Chester County,"Chester County, Tennessee",907
47025,Claiborne County,"Claiborne County, Tennessee",1999
47027,Clay County,"Clay County, Tennessee",465
47029,Cocke County,"Cocke County, Tennessee",2863
47031,Coffee County,"Coffee County, Tennessee",2680
47033,Crockett County,"Crockett County, Tennessee",935
47035,Cumberland County,"Cumberland County, Tennessee",2026
47037,Davidson County,"Davidson County, Tennessee",33804
47039,Decatur County,"Decatur County, Tennessee",597
47041,DeKalb County,"DeKalb County, Tennessee",1201
47043,Dickson County,"Dickson County, Tennessee",2067
47045,Dyer County,"Dyer County, Tennessee",1879
47047,Fayette County,"Fayette County, Tennessee",1739
47049,Fentress County,"Fentress County, Tennessee",970
47051,Franklin County,"Franklin County, Tennessee",1484
47053,Gibson County,"Gibson County, Tennessee",2365
47055,Giles County,"Giles County, Tennessee",1151
47057,Grainger County,"Grainger County, Tennessee",1161
47059,Greene County,"Greene County, Tennessee",3345
47061,Grundy County,"Grundy County, Tennessee",826
47063,Hamblen County,"Hamblen County, Tennessee",3398
47065,Hamilton County,"Hamilton County, Tennessee",13514
47067,Hancock County,"Hancock County, Tennessee",529
47069,Hardeman County,"Hardeman County, Tennessee",916
47071,Hardin County,"Hardin County, Tennessee",1454
47073,Hawkins County,"Hawkins County, Tennessee",3666
47075,Haywood County,"Haywood County, Tennessee",1042
47077,Henderson County,"Henderson County, Tennessee",1575
47079,Henry County,"Henry County, Tennessee",2112
47081,Hickman County,"Hickman County, Tennessee",1273
47083,Houston County,"Houston County, Tennessee",434
47085,Humphreys County,"Humphreys County, Tennessee",754
47087,Jackson County,"Jackson County, Tennessee",617
47089,Jefferson County,"Jefferson County, Tennessee",1931
47091,Johnson County,"Johnson County, Tennessee",1164
47093,Knox County,"Knox County, Tennessee",17382
47095,Lake County,"Lake County, Tennessee",437
47097,Lauderdale County,"Lauderdale County, Tennessee",1657
47099,Lawrence County,"Lawrence County, Tennessee",2612
47101,Lewis County,"Lewis County, Tennessee",830
47103,Lincoln County,"Lincoln County, Tennessee",1524
47105,Loudon County,"Loudon County, Tennessee",1820
47107,McMinn County,"McMinn County, Tennessee",2941
47109,McNairy County,"McNairy County, Tennessee",1362
47111,Macon County,"Macon County, Tennessee",1172
47113,Madison County,"Madison County, Tennessee",6688
47115,Marion County,"Marion County, Tennessee",1127
47117,Marshall County,"Marshall County, Tennessee",1475
47119,Maury County,"Maury County, Tennessee",2599
47121,Meigs County,"Meigs County, Tennessee",578
47123,Monroe County,"Monroe County, Tennessee",2681
47125,Montgomery County,"Montgomery County, Tennessee",9058
47127,Moore County,"Moore County, Tennessee",84
47129,Morgan County,"Morgan County, Tennessee",1243
47131,Obion County,"Obion County, Tennessee",1960
47133,Overton County,"Overton County, Tennessee",1086
47135,Perry County,"Perry County, Tennessee",682
47137,Pickett County,"Pickett County, Tennessee",335
47139,Polk County,"Polk County, Tennessee",715
47141,Putnam County,"Putnam County, Tennessee",3651
47143,Rhea County,"Rhea County, Tennessee",2147
47145,Roane County,"Roane County, Tennessee",1711
47147,Robertson County,"Robertson County, Tennessee",2946
47149,Rutherford County,"Rutherford County, Tennessee",10881
47151,Scott County,"Scott County, Tennessee",1426
47153,Sequatchie County,"Sequatchie County, Tennessee",1051
47155,Sevier County,"Sevier County, Tennessee",3940
47157,Shelby County,"Shelby County, Tennessee",71990
47159,Smith County,"Smith County, Tennessee",1158
47161,Stewart County,"Stewart County, Tennessee",520
47163,Sullivan County,"Sullivan County, Tennessee",7851
47165,Sumner County,"Sumner County, Tennessee",5075
47167,Tipton County,"Tipton County, Tennessee",2696
47169,Trousdale County,"Trousdale County, Tennessee",187
47171,Unicoi County,"Unicoi County, Tennessee",680
47173,Union County,"Union County, Tennessee",1343
47175,Van Buren County,"Van Buren County, Tennessee",228
47177,Warren County,"Warren County, Tennessee",3590
47179,Washington County,"Washington County, Tennessee",4662
47181,Wayne County,"Wayne County, Tennessee",796
47183,Weakley County,"Weakley County, Tennessee",1744
47185,White County,"White County, Tennessee",1254
47187,Williamson County,"Williamson County, Tennessee",2515
47189,Wilson County,"Wilson County, Tennessee",3408
48001,Anderson County,"Anderson County, Texas",2391
48003,Andrews County,"Andrews County, Texas",673
48005,Angelina County,"Angelina County, Texas",5446
48007,Aransas County,"Aransas County, Texas",1402
48009,Archer County,"Archer County, Texas",359
48011,Armstrong County,"Armstrong County, Texas",65
48013,Atascosa County,"Atascosa County, Texas",2783
48015,Austin County,"Austin County, Texas",1258
48017,Bailey County,"Bailey County, Texas",191
48019,Bandera County,"Bandera County, Texas",1122
48021,Bastrop County,"Bastrop County, Texas",3190
48023,Baylor County,"Baylor County, Texas",38
48025,Bee County,"Bee County, Texas",2240
48027,Bell County,"Bell County, Texas",18599
48029,Bexar County,"Bexar County, Texas",110657
48031,Blanco County,"Blanco County, Texas",302
48033,Borden County,"Borden County, Texas",0
48035,Bosque County,"Bosque County, Texas",1078
48037,Bowie County,"Bowie County, Texas",4885
48039,Brazoria County,"Brazoria County, Texas",10102
48041,Brazos County,"Brazos County, Texas",9352
48043,Brewster County,"Brewster County, Texas",185
48045,Briscoe County,"Briscoe County, Texas",22
48047,Brooks County,"Brooks County, Texas",1059
48049,Brown County,"Brown County, Texas",1347
48051,Burleson County,"Burleson County, Texas",666
48053,Burnet County,"Burnet County, Texas",1355
48055,Caldwell County,"Caldwell County, Texas",2537
48057,Calhoun County,"Calhoun County, Texas",997
48059,Callahan County,"Callahan County, Texas",361
48061,Cameron County,"Cameron County, Texas",52786
48063,Camp County,"Camp County, Texas",943
48065,Carson County,"Carson County, Texas",222
48067,Cass County,"Cass County, Texas",1873
48069,Castro County,"Castro County, Texas",424
48071,Chambers County,"Chambers County, Texas",2120
48073,Cherokee County,"Cherokee County, Texas",2839
48075,Childress County,"Childress County, Texas",71
48077,Clay County,"Clay County, Texas",336
48079,Cochran County,"Cochran County, Texas",256
48081,Coke County,"Coke County, Texas",107
48083,Coleman County,"Coleman County, Texas",207
48085,Collin County,"Collin County, Texas",17875
48087,Collingsworth County,"Collingsworth County, Texas",217
48089,Colorado County,"Colorado County, Texas",715
48091,Comal County,"Comal County, Texas",3303
48093,Comanche County,"Comanche County, Texas",453
48095,Concho County,"Concho County, Texas",113
48097,Cooke County,"Cooke County, Texas",2230
48099,Coryell County,"Coryell County, Texas",2999
48101,Cottle County,"Cottle County, Texas",243
48103,Crane County,"Crane County, Texas",145
48105,Crockett County,"Crockett County, Texas",330
48107,Crosby County,"Crosby County, Texas",468
48109,Culberson County,"Culberson County, Texas",373
48111,Dallam County,"Dallam County, Texas",413
48113,Dallas County,"Dallas County, Texas",158902
48115,Dawson County,"Dawson County, Texas",1113
48117,Deaf Smith County,"Deaf Smith County, Texas",1318
48119,Delta County,"Delta County, Texas",424
48121,Denton County,"Denton County, Texas",17390
48123,DeWitt County,"DeWitt County, Texas",827
48125,Dickens County,"Dickens County, Texas",89
48127,Dimmit County,"Dimmit County, Texas",1612
48129,Donley County,"Donley County, Texas",170
48131,Duval County,"Duval County, Texas",941
48133,Eastland County,"Eastland County, Texas",910
48135,Ector County,"Ector County, Texas",7441
48137,Edwards County,"Edwards County, Texas",0
48139,Ellis County,"Ellis County, Texas",5961
48141,El Paso County,"El Paso County, Texas",64912
48143,Erath County,"Erath County, Texas",1370
48145,Falls County,"Falls County, Texas",1449
48147,Fannin County,"Fannin County, Texas",993
48149,Fayette County,"Fayette County, Texas",822
48151,Fisher County,"Fisher County, Texas",187
48153,Floyd County,"Floyd County, Texas",335
48155,Foard County,"Foard County, Texas",31
48157,Fort Bend County,"Fort Bend County, Texas",19291
48159,Franklin County,"Franklin County, Texas",441
48161,Freestone County,"Freestone County, Texas",1036
48163,Frio County,"Frio County, Texas",1616
48165,Gaines County,"Gaines County, Texas",1315
48167,Galveston County,"Galveston County, Texas",13950
48169,Garza County,"Garza County, Texas",258
48171,Gillespie County,"Gillespie County, Texas",851
48173,Glasscock County,"Glasscock County, Texas",19
48175,Goliad County,"Goliad County, Texas",263
48177,Gonzales County,"Gonzales County, Texas",1069
48179,Gray County,"Gray County, Texas",1305
48181,Grayson County,"Grayson County, Texas",5729
48183,Gregg County,"Gregg County, Texas",8086
48185,Grimes County,"Grimes County, Texas",1629
48187,Guadalupe County,"Guadalupe County, Texas",5089
48189,Hale County,"Hale County, Texas",1717
48191,Hall County,"Hall County, Texas",235
48193,Hamilton County,"Hamilton County, Texas",497
48195,Hansford County,"Hansford County, Texas",473
48197,Hardeman County,"Hardeman County, Texas",145
48199,Hardin County,"Hardin County, Texas",1979
48201,Harris County,"Harris County, Texas",288087
48203,Harrison County,"Harrison County, Texas",4213
48205,Hartley County,"Hartley County, Texas",87
48207,Haskell County,"Haskell County, Texas",264
48209,Hays County,"Hays County, Texas",6699
48211,Hemphill County,"Hemphill County, Texas",183
48213,Henderson County,"Henderson County, Texas",4660
48215,Hidalgo County,"Hidalgo County, Texas",115973
48217,Hill County,"Hill County, Texas",1540
48219,Hockley County,"Hockley County, Texas",1334
48221,Hood County,"Hood County, Texas",1769
48223,Hopkins County,"Hopkins County, Texas",1650
48225,Houston County,"Houston County, Texas",1472
48227,Howard County,"Howard County, Texas",1647
48229,Hudspeth County,"Hudspeth County, Texas",456
48231,Hunt County,"Hunt County, Texas",4992
48233,Hutchinson County,"Hutchinson County, Texas",1169
48235,Irion County,"Irion County, Texas",85
48237,Jack County,"Jack County, Texas",495
48239,Jackson County,"Jackson County, Texas",611
48241,Jasper County,"Jasper County, Texas",2257
48243,Jeff Davis County,"Jeff Davis County, Texas",0
48245,Jefferson County,"Jefferson County, Texas",15678
48247,Jim Hogg County,"Jim Hogg County, Texas",805
48249,Jim Wells County,"Jim Wells County, Texas",3868
48251,Johnson County,"Johnson County, Texas",6270
48253,Jones County,"Jones County, Texas",486
48255,Karnes County,"Karnes County, Texas",790
48257,Kaufman County,"Kaufman County, Texas",4868
48259,Kendall County,"Kendall County, Texas",830
48261,Kenedy County,"Kenedy County, Texas",4
48263,Kent County,"Kent County, Texas",27
48265,Kerr County,"Kerr County, Texas",1892
48267,Kimble County,"Kimble County, Texas",314
48269,King County,"King County, Texas",15
48271,Kinney County,"Kinney County, Texas",203
48273,Kleberg County,"Kleberg County, Texas",2680
48275,Knox County,"Knox County, Texas",220
48277,Lamar County,"Lamar County, Texas",3055
48279,Lamb County,"Lamb County, Texas",884
48281,Lampasas County,"Lampasas County, Texas",376
48283,La Salle County,"La Salle County, Texas",360
48285,Lavaca County,"Lavaca County, Texas",700
48287,Lee County,"Lee County, Texas",563
48289,Leon County,"Leon County, Texas",1130
48291,Liberty County,"Liberty County, Texas",4120
48293,Limestone County,"Limestone County, Texas",1703
48295,Lipscomb County,"Lipscomb County, Texas",170
48297,Live Oak County,"Live Oak County, Texas",481
48299,Llano County,"Llano County, Texas",439
48301,Loving County,"Loving County, Texas",0
48303,Lubbock County,"Lubbock County, Texas",15233
48305,Lynn County,"Lynn County, Texas",402
48307,McCulloch County,"McCulloch County, Texas",317
48309,McLennan County,"McLennan County, Texas",15218
48311,McMullen County,"McMullen County, Texas",22
48313,Madison County,"Madison County, Texas",461
48315,Marion County,"Marion County, Texas",563
48317,Martin County,"Martin County, Texas",232
48319,Mason County,"Mason County, Texas",171
48321,Matagorda County,"Matagorda County, Texas",2799
48323,Maverick County,"Maverick County, Texas",6718
48325,Medina County,"Medina County, Texas",2044
48327,Menard County,"Menard County, Texas",33
48329,Midland County,"Midland County, Texas",6225
48331,Milam County,"Milam County, Texas",1428
48333,Mills County,"Mills County, Texas",188
48335,Mitchell County,"Mitchell County, Texas",123
48337,Montague County,"Montague County, Texas",955
48339,Montgomery County,"Montgomery County, Texas",18400
48341,Moore County,"Moore County, Texas",1018
48343,Morris County,"Morris County, Texas",757
48345,Motley County,"Motley County, Texas",34
48347,Nacogdoches County,"Nacogdoches County, Texas",4571
48349,Navarro County,"Navarro County, Texas",2919
48351,Newton County,"Newton County, Texas",928
48353,Nolan County,"Nolan County, Texas",780
48355,Nueces County,"Nueces County, Texas",21313
48357,Ochiltree County,"Ochiltree County, Texas",669
48359,Oldham County,"Oldham County, Texas",16
48361,Orange County,"Orange County, Texas",3736
48363,Palo Pinto County,"Palo Pinto County, Texas",1827
48365,Panola County,"Panola County, Texas",1284
48367,Parker County,"Parker County, Texas",3319
48369,Parmer County,"Parmer County, Texas",574
48371,Pecos County,"Pecos County, Texas",906
48373,Polk County,"Polk County, Texas",3062
48375,Potter County,"Potter County, Texas",8675
48377,Presidio County,"Presidio County, Texas",1043
48379,Rains County,"Rains County, Texas",311
48381,Randall County,"Randall County, Texas",3149
48383,Reagan County,"Reagan County, Texas",170
48385,Real County,"Real County, Texas",284
48387,Red River County,"Red River County, Texas",582
48389,Reeves County,"Reeves County, Texas",804
48391,Refugio County,"Refugio County, Texas",400
48393,Roberts County,"Roberts County, Texas",33
48395,Robertson County,"Robertson County, Texas",672
48397,Rockwall County,"Rockwall County, Texas",1642
48399,Runnels County,"Runnels County, Texas",489
48401,Rusk County,"Rusk County, Texas",1749
48403,Sabine County,"Sabine County, Texas",653
48405,San Augustine County,"San Augustine County, Texas",501
48407,San Jacinto County,"San Jacinto County, Texas",1166
48409,San Patricio County,"San Patricio County, Texas",4292
48411,San Saba County,"San Saba County, Texas",316
48413,Schleicher County,"Schleicher County, Texas",107
48415,Scurry County,"Scurry County, Texas",742
48417,Shackelford County,"Shackelford County, Texas",137
48419,Shelby County,"Shelby County, Texas",2498
48421,Sherman County,"Sherman County, Texas",173
48423,Smith County,"Smith County, Texas",11264
48425,Somervell County,"Somervell County, Texas",520
48427,Starr County,"Starr County, Texas",9316
48429,Stephens County,"Stephens County, Texas",552
48431,Sterling County,"Sterling County, Texas",6
48433,Stonewall County,"Stonewall County, Texas",62
48435,Sutton County,"Sutton County, Texas",216
48437,Swisher County,"Swisher County, Texas",796
48439,Tarrant County,"Tarrant County, Texas",91928
48441,Taylor County,"Taylor County, Texas",6351
48443,Terrell County,"Terrell County, Texas",0
48445,Terry County,"Terry County, Texas",1088
48447,Throckmorton County,"Throckmorton County, Texas",50
48449,Titus County,"Titus County, Texas",2397
48451,Tom Green County,"Tom Green County, Texas",5462
48453,Travis County,"Travis County, Texas",41754
48455,Trinity County,"Trinity County, Texas",760
48457,Tyler County,"Tyler County, Texas",828
48459,Upshur County,"Upshur County, Texas",2073
48461,Upton County,"Upton County, Texas",196
48463,Uvalde County,"Uvalde County, Texas",1886
48465,Val Verde County,"Val Verde County, Texas",3932
48467,Van Zandt County,"Van Zandt County, Texas",2292
48469,Victoria County,"Victoria County, Texas",4644
48471,Walker County,"Walker County, Texas",2266
48473,Waller County,"Waller County, Texas",2680
48475,Ward County,"Ward County, Texas",507
48477,Washington County,"Washington County, Texas",1296
48479,Webb County,"Webb County, Texas",34117
48481,Wharton County,"Wharton County, Texas",2771
48483,Wheeler County,"Wheeler County, Texas",388
48485,Wichita County,"Wichita County, Texas",5923
48487,Wilbarger County,"Wilbarger County, Texas",762
48489,Willacy County,"Willacy County, Texas",2027
48491,Williamson County,"Williamson County, Texas",10544
48493,Wilson County,"Wilson County, Texas",1547
48495,Winkler County,"Winkler County, Texas",500
48497,Wise County,"Wise County, Texas",2644
48499,Wood County,"Wood County, Texas",2060
48501,Yoakum County,"Yoakum County, Texas",292
48503,Young County,"Young County, Texas",726
48505,Zapata County,"Zapata County, Texas",2124
48507,Zavala County,"Zavala County, Texas",2118
49001,Beaver County,"Beaver County, Utah",244
49003,Box Elder County,"Box Elder County, Utah",1630
49005,Cache County,"Cache County, Utah",5878
49007,Carbon County,"Carbon County, Utah",1072
49009,Daggett County,"Daggett County, Utah",0
49011,Davis County,"Davis County, Utah",7212
